,Issue_Time,Color,Make,Route,Fine_Amount,Binned
2261574,1209.0,WT,CADI,00155,73.0,5
4821133,1104.0,BL,FORD,330R1,68.0,4
5549529,1236.0,BK,DODG,00403,73.0,5
2332840,1818.0,RD,TOYT,00403,68.0,4
4387271,1142.0,WT,TOYT,00643,58.0,3
6233204,1432.0,WT,FORD,00321,63.0,4
1069782,852.0,GY,BMW,00452,73.0,5
396282,1806.0,BL,TOYT,00302,63.0,4
5421077,1655.0,WT,VOLK,00441,58.0,3
3426207,1043.0,WT,OTHR,00653,93.0,6
2635514,1134.0,BK,CHEV,00304,68.0,4
1197508,1546.0,SL,LEXS,00480,58.0,3
1616804,1009.0,GN,HOND,647R1,73.0,5
2725913,1614.0,WT,TOYT,00462,163.0,7
6306451,1022.0,GY,DODG,00636,73.0,5
5671211,1011.0,GY,LEXS,00144,73.0,5
4910501,738.0,BL,HOND,00401,58.0,3
3489781,1234.0,GY,MAZD,00161,73.0,5
2701957,1219.0,SL,CHEV,00442,73.0,5
1717326,1916.0,WT,TOYT,00401,93.0,6
3968446,217.0,SL,KIA,00319,93.0,6
2344497,420.0,WT,CHEV,00315,58.0,3
1550120,1615.0,SL,FORD,00317,58.0,3
1530502,1259.0,BK,RROV,00111,25.0,1
177076,1049.0,BL,CHRY,00672,63.0,4
2155433,823.0,GY,NISS,00131,73.0,5
1306199,1507.0,BK,HOND,6T7,63.0,4
5701720,1556.0,OT,NISS,00462,63.0,4
3253286,538.0,SL,ACUR,00504,93.0,6
3425952,1026.0,BK,MERZ,00356,73.0,5
6525848,2257.0,WT,DODG,00317,25.0,1
4945558,858.0,WT,FORD,00300,25.0,1
4894753,1259.0,GY,HOND,00631,73.0,5
2836762,1028.0,GY,FORD,00352,73.0,5
635222,1906.0,WT,BMW,00600,63.0,4
1416301,1406.0,GY,TOYT,00908,63.0,4
2029900,1348.0,SL,NISS,00107,63.0,4
695305,836.0,BL,FORD,00674,73.0,5
2639559,538.0,BK,FORD,00561,68.0,4
2173530,1319.0,BN,GRUM,00653,93.0,6
6715213,1405.0,GY,TOYT,00300,68.0,4
6423239,1413.0,GO,FORD,00101,68.0,4
4304619,1018.0,RD,HOND,00564,73.0,5
275641,1246.0,SL,HOND,00611,93.0,6
4749438,1020.0,RD,HOND,00334,73.0,5
1723025,1042.0,BK,NISS,00131,73.0,5
1416646,1433.0,GY,HOND,00677,63.0,4
2254569,1347.0,BK,BMW,00476,63.0,4
2636008,1449.0,WT,CADI,00478,25.0,1
5207715,1227.0,TN,LEXS,00361,73.0,5
3809767,1459.0,UN,TOYT,00600,63.0,4
3361041,1821.0,GY,TOYT,00402,63.0,4
1516740,1435.0,BK,MAZD,00903,63.0,4
6128141,1211.0,WT,DODG,00532,68.0,4
1485384,1050.0,SL,CHEV,00487,68.0,4
638825,1451.0,SL,LEXS,00642,63.0,4
1770092,1346.0,WT,NISS,00632,63.0,4
2739066,842.0,SL,OTHR,00421,63.0,4
1643146,1232.0,BK,BMW,111,63.0,4
2222104,924.0,BK,PTRB,00635,93.0,6
2004599,30.0,GN,HOND,00601,93.0,6
2799151,52.0,BK,JEEP,00600,58.0,3
4652423,1458.0,RD,TOYT,00600,63.0,4
839943,1303.0,RD,GMC,00161,73.0,5
3217345,1330.0,BK,BUIC,00500,73.0,5
1577636,1407.0,GY,TOYT,00188,63.0,4
2905641,1644.0,WT,VOLV,00113,63.0,4
4551687,1330.0,BK,CHEV,00305,68.0,4
2755902,125.0,WT,TOYT,00317,363.0,8
2624267,1240.0,GY,HOND,00163,25.0,1
829333,1545.0,WT,HOND,00674,63.0,4
3735575,1019.0,BK,TOYT,00631,73.0,5
1930457,1130.0,RD,KIA,00656,63.0,4
3504832,828.0,BK,HOND,00610,63.0,4
5574327,1705.0,SL,FORD,905R,63.0,4
6385402,1623.0,GY,MAZD,00304,63.0,4
3892854,1829.0,BL,HOND,00500,68.0,4
3382680,1755.0,GN,MAZD,00908,63.0,4
2940037,1214.0,WT,BMW,00142,73.0,5
41607,550.0,OR,SUZI,00403,93.0,6
6038854,1857.0,GY,HOND,401B,68.0,4
6243563,927.0,BL,TOYT,00400,73.0,5
2646856,831.0,BK,NISS,00328,93.0,6
6676808,1630.0,BK,TOYO,00001,363.0,8
1562515,1710.0,WT,VOLK,00108,63.0,4
3948114,1037.0,SL,MERZ,00657,63.0,4
4635024,1638.0,WT,MERZ,00113,63.0,4
1799428,1916.0,GY,RROV,00402,25.0,1
5341226,1323.0,GY,TOYT,00531,58.0,3
6211999,1621.0,WT,FORD,00201,68.0,4
4644390,1047.0,BL,DODG,00610,63.0,4
1875966,310.0,BK,MITS,00401,73.0,5
6616439,1043.0,GY,TOYT,00356,25.0,1
6586803,2032.0,BL,FORD,00202,58.0,3
3790239,1206.0,GY,NISS,00600,73.0,5
2808769,1509.0,SL,TOYT,00801,25.0,1
1573931,1134.0,BK,BMW,00474,58.0,3
1975977,1625.0,GY,CHEV,00500,163.0,7
2696702,833.0,BK,BMW,00641,73.0,5
6302458,239.0,GY,BMW,00541,68.0,4
6362943,1009.0,BK,HYUN,00461,73.0,5
3820403,1107.0,WT,DODG,00331,73.0,5
1004593,816.0,BK,BMW,00670,58.0,3
4226358,949.0,WT,FORD,478R2,73.0,5
3349595,1943.0,BL,HYUN,00600,68.0,4
5765024,212.0,GY,STRN,00666,68.0,4
3817403,1227.0,GY,MERZ,00176,73.0,5
2402401,1127.0,BK,CHEV,00486,73.0,5
4079985,1634.0,GN,FORD,00401,93.0,6
5365330,1154.0,GO,TOYT,00104,73.0,5
3811512,628.0,BK,TOYT,00402,58.0,3
5284756,1656.0,BN,GRUM,00600,93.0,6
1040290,951.0,SL,CHRY,00662,63.0,4
1298192,349.0,BK,BMW,00613,68.0,4
4990913,902.0,MR,BUIC,00600,25.0,1
237941,1924.0,SL,DODG,00901,58.0,3
5499649,1338.0,SL,HOND,00133,58.0,3
2386687,51.0,RD,HYUN,00401,73.0,5
4852248,816.0,GY,BMW,00136,73.0,5
3968828,807.0,BK,HOND,00552,73.0,5
4671471,752.0,GY,CHEV,00633,73.0,5
4511932,816.0,GY,NISS,103R,63.0,4
5426531,2118.0,GY,TOYT,00401,93.0,6
4875883,840.0,BL,HYUN,00474,63.0,4
705437,829.0,TN,LEXS,00557,73.0,5
2685528,2109.0,GN,HOND,00600,363.0,8
5755970,825.0,RD,TOYT,00463,73.0,5
5033821,1707.0,SL,MERZ,102R,163.0,7
5420543,837.0,SL,ACUR,539BH,73.0,5
6452567,500.0,BK,MAZD,00500,58.0,3
2389861,1131.0,WT,DODG,00338,68.0,4
6033005,947.0,WT,AUDI,00474,73.0,5
1955438,1112.0,WH,BENZ,00141,63.0,4
5207356,345.0,WT,CHEV,00319,68.0,4
6362830,1633.0,GY,HOND,389R,68.0,4
285851,1610.0,SL,FORD,00481,163.0,7
2508588,1949.0,WT,NISS,00612,68.0,4
2520286,821.0,WT,JEEP,00107,63.0,4
288149,1029.0,BL,NISS,00147,68.0,4
1136673,1700.0,OT,SUBA,00111,58.0,3
5378084,1338.0,BK,SAA,00500,25.0,1
1358263,1324.0,SL,DODG,00661,63.0,4
5194736,1655.0,SL,TOYT,201A,63.0,4
1267588,1158.0,BL,CHEV,00664,63.0,4
3816779,1015.0,RD,TOYT,00474,73.0,5
3802237,740.0,BK,HOND,10TL3,50.0,2
4317842,919.0,BL,BMW,00674,73.0,5
2032993,1141.0,WH,HOND,1A104,25.0,1
4921439,1104.0,SL,DODG,378R1,58.0,3
6560340,1113.0,BK,MAZD,350R1,68.0,4
6345497,1236.0,WT,KIA,00642,63.0,4
6136719,1235.0,GY,VOLK,00903,63.0,4
2212522,2043.0,BL,MAZD,00402,73.0,5
1155689,1557.0,BL,INFI,00362,68.0,4
3202895,827.0,BL,TOYT,340R,68.0,4
1366663,740.0,BK,CHEV,00500,58.0,3
3457685,1301.0,BL,CHRY,00601,25.0,1
5559680,1126.0,BK,NISS,360R1,73.0,5
1419808,1424.0,BL,SUBA,00632,63.0,4
3410158,1306.0,WT,FORD,00495,63.0,4
2369885,1004.0,BK,CHEV,00373,73.0,5
4387449,1314.0,BL,TOYT,00131,68.0,4
1412976,813.0,WT,TOYT,00455,73.0,5
170842,2107.0,BK,BMW,00309,25.0,1
3289022,1243.0,GY,TOYT,6T8,25.0,1
1334762,1656.0,SL,INFI,00111,63.0,4
3666571,1218.0,GY,FORD,00681,25.0,1
1773905,1106.0,BK,GMC,00142,63.0,4
4466587,28.0,BL,TOYO,5A85,73.0,5
6324307,825.0,WT,HYUN,00448,73.0,5
3253104,222.0,BK,DODG,00500,68.0,4
5920968,211.0,BK,MERZ,00500,93.0,6
2342826,1609.0,BL,VOLK,00600,163.0,7
6461517,929.0,BL,TOYT,00448,73.0,5
294466,2153.0,BK,UNK,00401,58.0,3
523037,832.0,SL,DODG,00632,93.0,6
6302773,2230.0,BK,TOYT,203A,25.0,1
4822509,1807.0,BK,MNNI,00204,68.0,4
747424,1149.0,BK,TOYT,00309,63.0,4
2195657,815.0,BK,AUDI,00541,73.0,5
6471883,842.0,BG,VOLK,00146,73.0,5
919799,1654.0,TN,TOYT,00402,68.0,4
3489176,2022.0,WT,HOND,00401,25.0,1
5378348,1118.0,BL,FORD,00476,68.0,4
81741,805.0,BL,TOYT,00133,73.0,5
4496224,816.0,GY,HOND,00449,73.0,5
1516713,1048.0,BK,STRN,00361,68.0,4
4462216,1225.0,BK,MERZ,00353,73.0,5
3664359,1148.0,MR,TOYT,00155,68.0,4
1702153,1110.0,BK,TOYT,00675,63.0,4
1553948,1214.0,GY,LEXS,00163,58.0,3
3231977,1144.0,BN,GMC,00788,68.0,4
372809,843.0,GN,SUBA,00134,73.0,5
2871116,1515.0,WT,AUDI,00474,63.0,4
5418837,1152.0,WT,HYUN,00409,93.0,6
4261713,820.0,BK,HOND,538C,73.0,5
2853901,1834.0,GN,DODG,00500,363.0,8
2377766,1027.0,BK,PORS,00395,63.0,4
6639018,2006.0,WT,VOLV,402A,73.0,5
4998581,1356.0,BK,CADI,00357,58.0,3
5797125,1614.0,WT,KIA,00471,68.0,4
6128579,1609.0,GN,MERZ,00382,63.0,4
2325891,218.0,WT,HOND,00315,73.0,5
4697791,1300.0,GY,HOND,00655,73.0,5
4660041,1307.0,WT,HOND,330R2,58.0,3
4140164,1738.0,GO,NISS,17A67,25.0,1
6035411,805.0,RD,JEEP,00364,73.0,5
3129594,812.0,GY,HOND,00474,63.0,4
3038708,809.0,WT,DODG,00184,73.0,5
3132089,1133.0,WT,LEXS,00456,25.0,1
3155061,1551.0,BK,TOYT,00662,68.0,4
2223020,1721.0,RD,TOYT,00111,63.0,4
4123973,1006.0,WT,ISU,00162,73.0,5
2812974,1211.0,GY,NISS,00161,73.0,5
750687,227.0,GY,TOYT,00600,73.0,5
1975579,1206.0,BK,HOND,00361,73.0,5
1374381,1219.0,BN,OTHR,00611,93.0,6
6057215,1036.0,BK,KIA,00171,73.0,5
6510821,553.0,GY,DODG,502B,93.0,6
3082359,1127.0,BL,CHEV,00660,63.0,4
4187312,614.0,WT,HOND,00610,25.0,1
2625473,848.0,SL,ACUR,00471,73.0,5
4574123,1220.0,BK,HOND,00643,73.0,5
6242321,341.0,WT,OTHR,504A,73.0,5
5600761,1219.0,WT,DODG,00133,73.0,5
5145463,1955.0,GY,TOYT,00600,58.0,3
3779035,1119.0,WT,ISU,00442,73.0,5
5865410,1213.0,GY,MAZD,478R2,73.0,5
160066,2005.0,GY,INFI,5D83,50.0,2
214400,902.0,WT,CHEV,00544,68.0,4
5521767,1935.0,WT,MAZD,00310,63.0,4
1391191,1152.0,RD,NISS,664,25.0,1
6233654,1643.0,BK,MERZ,600,93.0,6
4359416,1117.0,BL,FORD,00551,25.0,1
4174621,1256.0,BL,KIA,00495,63.0,4
2768352,36.0,RD,TOYT,00204,68.0,4
3448701,2019.0,BL,CHEV,00400,63.0,4
1057644,1038.0,BK,MAZD,00338,73.0,5
84775,1203.0,BK,HOND,00354,73.0,5
2459514,818.0,BL,TOYT,00354,73.0,5
4479907,1908.0,BK,FORD,00612,63.0,4
323864,1237.0,SL,CHEV,00387,68.0,4
2235014,1652.0,SL,TOYT,00107,68.0,4
4941348,1807.0,WT,CHEV,403B,58.0,3
5414958,1018.0,GY,STRN,00675,25.0,1
3615101,1931.0,WT,TOYT,00600,63.0,4
4082195,1308.0,WT,NISS,00463,58.0,3
1121096,209.0,BL,TOYT,00118,73.0,5
3188976,1007.0,BK,BMW,00443,73.0,5
3243262,1626.0,BK,VOLK,00674,25.0,1
5168796,1359.0,BL,NISS,905R,25.0,1
2366779,1217.0,BK,HYUN,00400,73.0,5
5767860,839.0,SL,NISS,535H,73.0,5
2269368,1630.0,BK,MERZ,00309,25.0,1
5103504,1214.0,GY,MAZD,00409,63.0,4
2062434,924.0,GO,TOYT,00152,73.0,5
1039253,1311.0,GN,TOYT,00661,63.0,4
1639738,1008.0,WT,HOND,338,73.0,5
2470272,117.0,BK,VOLK,00604,25.0,1
34589,135.0,GY,MERZ,00119,25.0,1
4161965,923.0,BK,LINC,00500,73.0,5
1524424,941.0,SL,DODG,00363,63.0,4
2334569,1007.0,RD,SUZI,00367,73.0,5
1013117,1007.0,BK,VOLK,00365,73.0,5
4177165,924.0,BK,MERZ,00471,73.0,5
1192599,821.0,GN,RROV,00134,73.0,5
2413749,916.0,BL,FORD,00325,68.0,4
2740590,833.0,SL,TOYT,00135,73.0,5
1467661,1654.0,GY,TOYT,00672,58.0,3
5779619,511.0,WT,TOYT,00500,73.0,5
1543119,1022.0,WT,MERZ,00471,63.0,4
6682946,908.0,GY,HOND,00154,73.0,5
735314,1656.0,BL,CHEV,00904,63.0,4
4926278,1100.0,BK,HOND,00456,73.0,5
1805523,1203.0,GN,CADI,00154,68.0,4
6454013,1239.0,BK,TOYT,00491,63.0,4
1359587,1025.0,GY,FORD,00356,73.0,5
2923838,937.0,SL,INFI,00174,93.0,6
2463713,1213.0,WT,HOND,00352,73.0,5
2482646,1253.0,GY,TOYT,00447,73.0,5
1024035,900.0,RD,FERR,00165,63.0,4
4014673,2315.0,BK,FORD,00402,68.0,4
3889913,1508.0,BK,PORS,00205,63.0,4
638410,1152.0,GY,TOYT,00600,58.0,3
5218468,921.0,SL,TOYT,00135,73.0,5
3219014,1408.0,PR,GMC,539AH,73.0,5
1706290,140.0,SL,CHEV,107R,25.0,1
5574641,1725.0,WT,GMC,402B,63.0,4
6449797,1633.0,BG,NISS,00500,93.0,6
128531,1405.0,MR,KIA,00610,68.0,4
5131394,1705.0,WT,TOYT,00464,25.0,1
113719,1108.0,BK,HYUN,00664,25.0,1
6169320,834.0,WT,KIA,00135,73.0,5
5184221,1352.0,GY,HOND,00500,73.0,5
2082667,1805.0,WT,HOND,00642,63.0,4
6467688,157.0,BN,NISS,00500,25.0,1
6000757,1042.0,WT,MNNI,00700,63.0,4
2464678,105.0,SL,TOYT,00401,73.0,5
3162756,940.0,BK,MAZD,5A59,50.0,2
6005623,821.0,GY,LEXS,00471,73.0,5
2561280,1919.0,GY,HOND,00205,63.0,4
4551553,831.0,GY,VOLK,00536,73.0,5
1678627,332.0,GY,JEEP,00111,68.0,4
414822,1026.0,GY,INFI,00337,73.0,5
742021,1248.0,GY,HOND,681,73.0,5
5218871,833.0,GY,LEXS,00174,25.0,1
2118565,832.0,WT,MAZD,00453,73.0,5
805150,1709.0,GN,SUBA,00600,58.0,3
3874253,1115.0,WT,MITS,00456,63.0,4
5732873,1259.0,BL,FORD,00159,58.0,3
1365612,1819.0,GY,FORD,00108,93.0,6
428286,907.0,GY,HYUN,00141,73.0,5
5519944,956.0,BK,HOND,00356,58.0,3
4581678,1133.0,SL,PORS,00112,25.0,1
3635593,1726.0,WT,FORD,00107,63.0,4
6063545,845.0,GY,TOYT,00375,73.0,5
425514,2033.0,GY,MAZD,00403,68.0,4
6058355,1437.0,WT,DODG,00363,63.0,4
1901395,833.0,GY,KIA,169R1,63.0,4
337006,1835.0,BK,TOYT,00401,68.0,4
6721030,1940.0,SL,KIA,402A,58.0,3
4175126,734.0,WT,NISS,00473,63.0,4
962806,1436.0,BK,LEXS,00111,63.0,4
2673590,1921.0,BK,HOND,00403,63.0,4
159547,354.0,RD,FORD,504A,68.0,4
1635034,1006.0,BL,FORD,452,93.0,6
3028717,1134.0,WT,TOYT,00472,68.0,4
532165,2335.0,OT,LEXS,00401,73.0,5
5412037,1429.0,BL,TOYT,00477,68.0,4
3369417,1650.0,RD,HOND,00442,25.0,1
5245335,1148.0,WT,NISS,00641,58.0,3
3772820,405.0,WT,VOLK,00403,73.0,5
3739923,1041.0,WT,CHEV,00454,25.0,1
3908125,1836.0,BL,HOND,00205,68.0,4
4495096,502.0,GN,FIAT,501R,25.0,1
3431866,1947.0,BK,TOYT,00402,68.0,4
1661017,1146.0,WT,GRUM,00631,63.0,4
4985159,2254.0,GN,MERZ,00401,25.0,1
340533,1017.0,BK,PONT,57B,63.0,4
6411996,812.0,GN,FIAT,00620,73.0,5
194637,841.0,SL,TOYT,00351,73.0,5
2245585,1321.0,BK,CHRY,00375,73.0,5
98052,1807.0,BK,SUBA,00451,68.0,4
815002,713.0,BL,HOND,506A,68.0,4
5313383,638.0,SL,NISS,00600,293.0,8
4200569,1423.0,WT,MAZD,00491,73.0,5
1579437,918.0,WT,OTHR,00669,63.0,4
4054363,1827.0,GY,LNDR,00403,25.0,1
5931780,211.0,WT,HYUN,00600,73.0,5
5376856,1706.0,BL,NISS,00600,63.0,4
3012837,1013.0,GY,HOND,00477,73.0,5
1533344,1017.0,GY,NISS,00485,63.0,4
74574,1206.0,BL,MERZ,00492,73.0,5
6632463,1244.0,WT,BMW,00141,73.0,5
4164427,131.0,GY,SUBA,00402,25.0,1
1462192,1440.0,SL,SUZI,00361,68.0,4
5361163,530.0,SI,HYN,04201,93.0,6
622836,1017.0,BL,FORD,00531,73.0,5
4622519,1158.0,BK,JEEP,00323,68.0,4
3618642,1222.0,GN,INFI,00908,25.0,1
93548,2326.0,BK,BMW,112,73.0,5
1797165,1037.0,SL,FORD,00651,58.0,3
3675289,1212.0,SL,TOYT,00641,73.0,5
4490608,1120.0,TN,TOYT,00655,63.0,4
1935078,125.0,BG,TOYT,00401,68.0,4
917588,1146.0,WT,TOYT,00372,73.0,5
4955181,1654.0,SL,AUDI,00402,63.0,4
587395,1259.0,BK,CHEV,00500,73.0,5
5805005,1611.0,WT,FORD,403B,78.0,5
3266139,409.0,GY,VOLK,00401,73.0,5
4252147,247.0,TN,PORS,00500,93.0,6
455719,1111.0,BL,VOLK,00389,73.0,5
6099430,1451.0,GO,HYUN,00500,25.0,1
4131108,831.0,GY,NISS,00151,73.0,5
1498134,1811.0,BK,BMW,00402,68.0,4
3572015,819.0,YE,HOND,00356,73.0,5
1751878,1223.0,BK,AUDI,00600,93.0,6
2234168,2217.0,GN,GEO,00402,68.0,4
1100250,1403.0,BK,AUDI,00601,63.0,4
1881551,820.0,SL,TOYT,00141,73.0,5
1404558,952.0,GY,AUDI,00184,63.0,4
5947034,1235.0,BL,HOND,00600,73.0,5
157940,1418.0,WT,GMC,00131,58.0,3
2993529,1813.0,SL,MERZ,00330,68.0,4
3492424,1856.0,BK,TOYT,00204,63.0,4
5125037,1929.0,WT,MITS,00600,63.0,4
2293352,1228.0,BL,MAZD,00441,73.0,5
3140499,1629.0,GY,HOND,00204,68.0,4
342280,1719.0,BK,VOLK,00315,25.0,1
405111,1251.0,BN,HOND,00631,73.0,5
5036979,1009.0,SL,TOYT,00476,73.0,5
2576716,929.0,BN,GRUM,00686,93.0,6
1217566,825.0,GY,JEEP,00133,63.0,4
458140,838.0,MR,HOND,00442,73.0,5
5323113,836.0,BL,HOND,00375,73.0,5
2204558,1910.0,BK,UNK,00447,68.0,4
4758461,727.0,MR,DODG,00665,68.0,4
1354384,839.0,RD,TOYT,00400,73.0,5
6566524,2039.0,WT,TOYT,401A,68.0,4
710714,836.0,BL,TOYT,00356,63.0,4
2028402,1226.0,SL,VOLK,00902,63.0,4
5061423,1236.0,RD,LNDR,00677,93.0,6
2930809,856.0,WT,TOYT,00356,73.0,5
5297412,1233.0,BK,FORD,00485,63.0,4
627408,1102.0,RD,CHRY,00331,73.0,5
5396894,1232.0,GY,LNDR,00472,25.0,1
2227414,1340.0,GY,GMC,00167,63.0,4
5254444,857.0,WT,HOND,00561,73.0,5
1214879,1237.0,GY,CHEV,00456,73.0,5
3576610,1344.0,WT,TOYT,00401,68.0,4
1492930,830.0,GY,BMW,00154,73.0,5
180269,2347.0,GY,CHEV,00403,68.0,4
1445936,1251.0,TN,PORS,00111,63.0,4
1683089,819.0,WT,TOYT,00444,73.0,5
4299644,1135.0,GR,DODG,01245,50.0,2
511062,2010.0,WT,KIA,00600,73.0,5
157343,1125.0,BL,LEXS,00667,63.0,4
2356700,1209.0,SL,HOND,00141,73.0,5
3452123,809.0,BK,GMC,00356,63.0,4
1808269,1640.0,BK,MAZD,00500,93.0,6
5346380,1035.0,BN,OTHR,00651,93.0,6
2887200,723.0,BK,FORD,00602,68.0,4
3508108,817.0,WT,VOLK,00636,73.0,5
502031,1841.0,WT,CHEV,00500,93.0,6
3030147,1304.0,BK,TOYT,00667,63.0,4
3274019,2344.0,GY,SAA,00402,68.0,4
416967,627.0,WT,NISS,00500,68.0,4
2015615,1205.0,SL,MERC,00334,73.0,5
1885383,1009.0,BN,HOND,00145,73.0,5
1691060,1523.0,SL,NISS,00906,63.0,4
4227016,1141.0,SL,NISS,00600,63.0,4
3429814,849.0,SL,HOND,00536,73.0,5
6463472,1622.0,RD,DODG,403B,25.0,1
617478,1015.0,GY,HYUN,00453,63.0,4
686830,907.0,SL,NISS,00562,73.0,5
3589853,819.0,WT,KIA,00334,73.0,5
1098604,930.0,BK,TOYT,00187,363.0,8
2364370,2021.0,GY,VOLV,00600,93.0,6
3578501,1655.0,BK,HD,00600,63.0,4
2389891,1012.0,RD,CHRY,00356,73.0,5
5747659,1116.0,GY,VOLV,00665,63.0,4
1370678,1517.0,WT,CHEV,00675,25.0,1
4958147,1824.0,GY,MAZD,00600,63.0,4
217196,1259.0,GY,AUDI,00471,63.0,4
1551472,1025.0,WT,VOLV,00333,133.0,7
5697431,947.0,GY,DODG,00174,73.0,5
6255378,1336.0,WT,NISS,00600,63.0,4
3081415,1100.0,GY,TOYT,00421,73.0,5
3136561,807.0,WT,LEXS,00542,73.0,5
1551731,1657.0,BK,TOYT,00107,63.0,4
790735,1051.0,RD,MERZ,00455,73.0,5
6084843,122.0,BK,HOND,00600,25.0,1
3023298,1408.0,GN,INFI,00473,58.0,3
5787419,1707.0,BL,TOYT,00500,93.0,6
1541605,903.0,BK,TOYT,00500,73.0,5
6592400,1000.0,GY,FORD,00655,58.0,3
2437424,1833.0,WT,MNNI,00600,63.0,4
4694393,240.0,GY,HOND,00611,73.0,5
3369055,805.0,SL,NISS,00476,58.0,3
249626,1129.0,WT,CHEV,6T8,63.0,4
3823156,1150.0,SL,TOYT,389R,58.0,3
1246819,1224.0,GO,TOYT,00543,58.0,3
4015341,813.0,WT,TOYT,00455,73.0,5
3189178,1017.0,GY,DODG,00667,63.0,4
1943993,1022.0,RD,CHEV,00672,25.0,1
975282,1723.0,WT,GMC,00300,63.0,4
4823431,1256.0,GY,TOYT,00411,93.0,6
4294108,1132.0,GN,HOND,00546,73.0,5
1674337,818.0,WT,FORD,00137,73.0,5
973356,822.0,WT,TOYT,00441,73.0,5
4816602,1338.0,BK,MAZD,00111,25.0,1
6689726,1833.0,SL,STRN,00310,63.0,4
443789,907.0,BK,CHEV,00474,68.0,4
3542407,1715.0,BL,HOND,00600,63.0,4
1759434,1102.0,BL,TOYT,00157,58.0,3
6280282,1642.0,WT,VOLV,00500,93.0,6
1340251,1621.0,BK,LEXS,00681,93.0,6
68128,1120.0,WT,TOYT,00482,63.0,4
2333043,1850.0,RD,TOYT,00402,68.0,4
3610380,244.0,BK,FORD,00401,68.0,4
1838928,1200.0,BK,MNNI,00483,63.0,4
6256390,1033.0,WT,MAZD,00334,73.0,5
2198561,1047.0,OR,OTHR,00154,58.0,3
5285732,1039.0,SL,TOYT,00396,63.0,4
2649566,1916.0,BK,YAMA,00401,68.0,4
949367,1940.0,BK,FORD,1FBL9,50.0,2
4417280,1154.0,BK,CHEC,00464,63.0,4
3177631,910.0,GY,HOND,00563,93.0,6
1898497,947.0,GN,HOND,00667,25.0,1
781057,1909.0,SL,TOYT,00315,68.0,4
1539420,1913.0,BK,LEXS,00402,73.0,5
6241610,1253.0,BL,HOND,00600,73.0,5
3559656,1201.0,WT,DODG,00407,93.0,6
4085680,814.0,BK,HOND,00133,73.0,5
5797135,805.0,BL,HYUN,00174,73.0,5
2767165,42.0,SL,CHEV,00401,73.0,5
6373015,2002.0,GY,INFI,00315,63.0,4
6565786,1707.0,WT,TOYT,00309,163.0,7
1129436,1138.0,WT,VOLK,00493,63.0,4
2872181,1211.0,BK,JEEP,00483,73.0,5
2982535,1222.0,GY,HOND,6T8,25.0,1
699672,1852.0,SL,HOND,00207,93.0,6
5205501,1033.0,BK,NISS,00356,73.0,5
67310,1228.0,BK,CHEV,00142,68.0,4
5703630,2118.0,RD,GMC,402B,68.0,4
844616,1547.0,YE,OTHR,00610,58.0,3
2633429,959.0,BK,TOYT,00642,63.0,4
4886870,1921.0,RD,JAGU,401B,68.0,4
1152238,1219.0,SL,FORD,00161,25.0,1
4029315,1208.0,BN,TOYT,00670,68.0,4
1416153,843.0,SL,JAGU,00546,73.0,5
2998306,1300.0,WH,TOYO,00143,63.0,4
1419357,1007.0,GY,CHEV,350R1,73.0,5
2739514,135.0,BK,CHRY,00402,58.0,3
416518,1730.0,TA,PONT,5M21,50.0,2
2748816,1326.0,GY,HOND,00307,63.0,4
2568667,735.0,BL,HYUN,00402,93.0,6
4439490,1421.0,BL,MNNI,00700,58.0,3
4326405,1516.0,BN,FORD,534H,68.0,4
1286688,1225.0,YE,MAZD,00132,73.0,5
4956906,839.0,BG,OTHR,00137,73.0,5
2904721,1552.0,WT,JEEP,00600,58.0,3
2332984,1034.0,GY,LEXS,00448,73.0,5
3835587,2321.0,WT,GMC,00309,103.0,7
6075671,1148.0,GY,CHEV,00316,68.0,4
649853,1018.0,BK,OTHR,00373,73.0,5
169078,1123.0,GY,NISS,00474,68.0,4
6534550,1859.0,GN,PORS,401A,68.0,4
2844798,1658.0,GY,FORD,00403,58.0,3
4634288,841.0,SL,MERZ,00142,73.0,5
6503685,1454.0,BK,LNDR,112R,63.0,4
3548277,2356.0,BL,NISS,00402,58.0,3
2124958,1733.0,WT,NISS,00500,93.0,6
3653977,1016.0,WT,OLDS,00167,93.0,6
301438,1031.0,RD,TOYT,00383,73.0,5
2036721,1022.0,WT,VOLK,00132,73.0,5
6151440,832.0,SL,MAZD,00556,73.0,5
4610009,847.0,GY,ACUR,00500,73.0,5
771220,1807.0,BL,HYUN,00401,68.0,4
4363141,257.0,BL,FORD,506A,93.0,6
823376,1831.0,BK,INFI,00474,63.0,4
5910138,1400.0,GO,HOND,00138,68.0,4
3584032,1109.0,GY,HOND,00309,58.0,3
4964880,1137.0,WT,NISS,00651,58.0,3
4129608,1206.0,SL,MAZD,00353,73.0,5
3482731,1917.0,BK,HOND,00205,25.0,1
83112,1550.0,BK,LNDR,00472,63.0,4
5193591,1234.0,BK,TOYT,535H,73.0,5
1345286,1046.0,SL,PORS,57V,25.0,1
1498133,1810.0,WT,HOND,00402,68.0,4
3712052,51.0,WT,TOYT,00500,93.0,6
1474421,2141.0,BK,JEEP,00402,58.0,3
6525079,1922.0,GY,FORD,00400,63.0,4
4964911,809.0,BK,TOYT,00651,63.0,4
2691863,740.0,GY,TOYT,00643,93.0,6
2933528,1936.0,WT,BMW,00309,63.0,4
