,Issue_Time,Color,Make,Route,Fine_Amount,Binned
3627793,1112.0,GY,NISS,00531,73.0,5
2484397,1205.0,SL,CHEV,00674,63.0,4
4702295,814.0,GY,TOYT,00151,73.0,5
4237060,2158.0,WT,KIA,00500,68.0,4
1310078,1610.0,BL,NISS,5M25,58.0,3
6087244,1106.0,BL,HOND,00183,58.0,3
3910993,2204.0,WT,CHRY,00500,68.0,4
2626868,2257.0,GN,KIA,00321,58.0,3
2486055,923.0,BK,INFI,00461,73.0,5
5544576,1014.0,BK,SUBA,00471,73.0,5
5807974,1042.0,GY,PORS,00495,73.0,5
4565919,1303.0,BK,HOND,00116,73.0,5
897966,1225.0,SL,MERZ,00475,73.0,5
3851898,1808.0,BL,BMW,01202,58.0,3
4446307,1153.0,WT,TOYT,00643,93.0,6
3559684,1300.0,BK,HYUN,00183,93.0,6
3456666,923.0,RD,MAZD,00601,58.0,3
2026443,1814.0,GY,TOYT,00401,68.0,4
2844423,1414.0,GO,TOYT,00326,25.0,1
6405585,1401.0,WT,TOYT,00365,68.0,4
3806142,149.0,BR,MITS,00403,93.0,6
247764,1345.0,BL,TOYT,00610,63.0,4
25721,2052.0,BK,FORD,00111,68.0,4
5868369,2207.0,WT,JEEP,402A,58.0,3
1947498,2211.0,GY,MAZD,01205,73.0,5
771984,1413.0,SL,TOYT,00600,25.0,1
1057223,1043.0,GY,HOND,00600,63.0,4
1441737,1908.0,WT,BMW,00315,58.0,3
1475268,1505.0,WT,NISS,00662,73.0,5
5332271,1251.0,WT,JEEP,00600,93.0,6
3269578,2257.0,GY,NISS,00402,68.0,4
4847434,850.0,MR,JEEP,00158,73.0,5
3261453,823.0,SL,HOND,00672,73.0,5
1879866,2354.0,WT,CHEV,00401,68.0,4
1767897,1607.0,YE,NISS,00464,58.0,3
4426600,812.0,GY,JEEP,478R2,73.0,5
6562789,1014.0,SL,ACUR,00551,73.0,5
4864486,1340.0,GY,TOYT,360R1,58.0,3
6198806,2017.0,GY,HOND,403A,68.0,4
3030096,1255.0,GY,VOLK,00161,58.0,3
583353,1330.0,WH,DODG,01829,50.0,2
2677963,636.0,SL,CHEV,00305,58.0,3
3332902,915.0,GN,NISS,378R2,73.0,5
486867,1105.0,SL,SUBA,00153,58.0,3
1821934,1730.0,BK,HOND,00111,93.0,6
5669682,841.0,BK,HOND,00362,73.0,5
1722507,1443.0,WT,GMC,00684,58.0,3
2437842,1915.0,WT,KIA,00401,63.0,4
2313824,1133.0,BK,MERZ,00139,73.0,5
5384927,1023.0,GN,FORD,00351,68.0,4
5843434,809.0,SL,HYUN,00336,73.0,5
5943560,1903.0,WT,HOND,00600,25.0,1
4677060,1317.0,BG,INFI,00500,68.0,4
1363190,2008.0,CO,DODG,00403,93.0,6
2407668,1038.0,BN,GRUM,00677,93.0,6
6254657,1218.0,GO,NISS,00644,73.0,5
247894,1543.0,RD,MNNI,00442,25.0,1
2169363,1359.0,WT,PORS,00183,25.0,1
5228182,915.0,WT,VOLK,00154,73.0,5
3535313,1026.0,BG,VOLK,537C,73.0,5
1512642,1135.0,RD,CHEV,647R1,63.0,4
1769983,848.0,WH,CHEV,00535,73.0,5
1793432,1119.0,BK,FORD,00687,63.0,4
1988032,754.0,BN,MNNI,158R2,25.0,1
6043062,805.0,BK,BMW,00445,73.0,5
590764,1207.0,WT,OTHR,00610,58.0,3
864446,1944.0,GY,BMW,00300,25.0,1
3336846,2237.0,WT,NISS,00500,68.0,4
6179089,1552.0,SL,TOYT,00907,58.0,3
1135300,2224.0,BK,ACUR,00403,58.0,3
1434665,1643.0,BK,YAMA,00905,63.0,4
5181124,1826.0,WT,CHEV,00204,63.0,4
1507333,648.0,WT,BMW,00118,58.0,3
185868,1007.0,MR,CHEV,00536,73.0,5
925831,809.0,BK,FORD,00353,73.0,5
6344204,1537.0,BK,MAZD,00481,68.0,4
5207354,341.0,WT,FORD,00319,68.0,4
2681879,1009.0,BK,AUDI,00166,63.0,4
6413018,1212.0,GY,NISS,00902,63.0,4
926433,1020.0,GY,JAGU,00541,73.0,5
6563339,1252.0,GN,DODG,00471,25.0,1
4224683,1959.0,RD,FRHT,00310,78.0,5
601318,1651.0,RD,HOND,00600,25.0,1
5913513,1104.0,SL,TOYT,00674,63.0,4
2936356,1617.0,BL,HYUN,00304,63.0,4
5328893,912.0,GY,MERZ,00141,63.0,4
2771611,135.0,WT,MAZD,00500,68.0,4
2698241,1002.0,RD,FORD,00145,68.0,4
6589706,1341.0,GO,HOND,00328,68.0,4
3949443,1612.0,GY,TOYT,00319,163.0,7
852654,2113.0,GY,TOYT,00205,68.0,4
2081297,1017.0,RD,HOND,00641,73.0,5
4532935,745.0,WT,KIA,651B,25.0,1
1103475,1329.0,WT,FORD,00642,63.0,4
5641610,827.0,BK,KIA,00134,73.0,5
3265120,835.0,WT,DODG,00541,73.0,5
5291891,1220.0,WT,FORD,00104,68.0,4
2000004,1459.0,RD,HYUN,00474,63.0,4
5110327,1202.0,BN,FRHT,00600,73.0,5
2429881,1831.0,PR,CADI,00600,63.0,4
13216,2257.0,BK,SUBA,00402,58.0,3
5371483,850.0,GY,FORD,00151,73.0,5
91586,1847.0,GY,HYUN,00123,93.0,6
2931809,854.0,SL,HOND,00367,73.0,5
5655014,847.0,BK,NISS,00551,73.0,5
3020853,1914.0,WT,CHEV,00401,63.0,4
3090952,555.0,WT,FORD,00504,68.0,4
3977274,1906.0,WT,FORD,00204,93.0,6
4468192,825.0,GY,KIA,35MQ1,363.0,8
585932,1646.0,RD,MNNI,00642,93.0,6
923168,1118.0,SL,NISS,00643,25.0,1
3666168,1020.0,BK,JEEP,00134,73.0,5
4263351,1349.0,SL,HOND,00495,58.0,3
1408616,831.0,WT,INTL,00472,93.0,6
3933384,1040.0,WT,ISU,00634,68.0,4
6130548,1144.0,GY,AUDI,00187,363.0,8
1813350,1240.0,BK,LEXS,00464,25.0,1
4165482,1116.0,WT,FORD,302W,63.0,4
2682403,928.0,BK,NISS,00142,73.0,5
435971,926.0,GN,VOLV,645A,63.0,4
3006491,845.0,GY,HOND,00564,73.0,5
6250174,1141.0,WT,NISS,00555,73.0,5
343138,1250.0,GY,HOND,00634,73.0,5
3534932,913.0,SL,KIA,00144,68.0,4
1745302,1510.0,BN,GMC,00610,93.0,6
6237994,1310.0,WT,AUDI,00141,25.0,1
4370645,146.0,GN,LNDR,7R,63.0,4
6586618,942.0,GY,GMC,178R1,68.0,4
2309566,2333.0,BK,TOYT,00402,93.0,6
698194,630.0,GN,HOND,00643,363.0,8
3070822,1121.0,SL,KIA,00155,58.0,3
3674265,1452.0,BK,BMW,00488,63.0,4
1048474,818.0,BK,CHEV,00548,73.0,5
3988328,1134.0,BN,OTHR,00610,63.0,4
4396389,1014.0,GY,NISS,00645,73.0,5
1232975,813.0,GR,ACUR,00535,73.0,5
2578458,2107.0,BK,LEXS,00401,68.0,4
1302448,1230.0,GY,VOLK,00172,73.0,5
4413269,1446.0,GY,TOYT,00393,73.0,5
4708854,1030.0,RD,DODG,00651,63.0,4
2810913,1135.0,BK,TOYT,00108,93.0,6
4185468,1415.0,WT,VOLK,00485,25.0,1
4245842,1423.0,WT,CHEV,00700,63.0,4
4342923,1542.0,GY,MERZ,00473,63.0,4
4600780,1018.0,GY,NISS,00429,58.0,3
5389741,1136.0,BL,LEXS,00104,63.0,4
1280135,1548.0,GY,MERZ,00542,63.0,4
6007865,1230.0,GY,NISS,00483,73.0,5
6010167,1023.0,BK,JEEP,00143,73.0,5
5762893,1717.0,BK,TOYT,00907,63.0,4
4563305,1209.0,BK,TOYT,00494,73.0,5
2959091,1702.0,GN,HOND,00600,68.0,4
4564627,1047.0,WT,TOYT,00367,73.0,5
1927336,1323.0,GY,MAZD,360R1,93.0,6
3096137,1653.0,WT,LEXS,00662,58.0,3
6528393,837.0,WT,BMW,00187,63.0,4
4779731,2039.0,SL,STRN,00500,93.0,6
4946928,1610.0,SL,BMW,360R1,58.0,3
4648854,702.0,BL,TOYT,57B,63.0,4
3101618,1249.0,BK,TOYT,00476,63.0,4
2584516,1503.0,BL,FORD,00667,25.0,1
4575866,1526.0,SL,KIA,00301,93.0,6
1568043,1742.0,RD,MAZD,00108,63.0,4
5973723,827.0,GY,TOYT,00357,73.0,5
4370963,1155.0,BN,GRUM,00612,93.0,6
6660971,1218.0,WT,TOYT,00153,73.0,5
2475932,2022.0,RD,BMW,00600,58.0,3
4155689,1024.0,GY,TOYT,330R1,73.0,5
1754249,1648.0,WT,CHRY,00111,63.0,4
3062460,1329.0,MR,HOND,00675,58.0,3
1784791,1352.0,SL,NISS,00403,58.0,3
3138267,155.0,SL,ACUR,00500,93.0,6
844912,829.0,BK,HOND,00672,73.0,5
5417108,1229.0,BK,NISS,378R1,58.0,3
5185682,1301.0,SL,MERZ,360R1,63.0,4
5668252,1611.0,GY,VOLK,00112,93.0,6
6149222,1141.0,WT,HOND,00145,63.0,4
1483462,1359.0,BK,TOYT,00111,58.0,3
3273629,845.0,GY,TOYT,539AH,73.0,5
6670865,1635.0,RD,NISS,00500,93.0,6
3955124,1027.0,MR,FORD,00476,73.0,5
5635984,917.0,BN,HOND,539BH,93.0,6
92717,1909.0,GY,CHEV,00600,63.0,4
555816,1819.0,WT,TOYT,00402,25.0,1
6302665,926.0,GN,GMC,360R1,73.0,5
1731010,923.0,SL,TOYT,00658,63.0,4
3907433,859.0,BK,MERZ,00645,73.0,5
1913194,1819.0,GY,VOLK,00643,68.0,4
3688767,942.0,BL,SUBA,00601,25.0,1
4805117,1407.0,SL,HOND,00183,58.0,3
6148833,817.0,GY,TOYT,00473,63.0,4
3843714,1408.0,WT,CHEC,00358,68.0,4
2019658,1230.0,BK,TSMR,00907,63.0,4
1178058,914.0,GY,VOLK,00341,73.0,5
5449385,1112.0,BK,AUDI,00405,25.0,1
6539971,1023.0,WT,TOYT,00335,73.0,5
6551491,1040.0,WT,FRHT,00471,73.0,5
1603182,1635.0,WT,TOYT,00402,63.0,4
4260484,1447.0,SL,BMW,102R,68.0,4
1905504,1324.0,BN,GRUM,00656,93.0,6
2279341,1046.0,BK,TOYT,00453,63.0,4
6286769,1008.0,GY,VOLK,139B,73.0,5
4831860,1325.0,WT,LNDR,00115,58.0,3
629755,1302.0,GO,CADI,00480,25.0,1
1046445,1514.0,WT,AUDI,00108,63.0,4
1772049,1025.0,SL,LEXS,00472,73.0,5
4840943,1943.0,BK,HOND,00500,93.0,6
2251287,1113.0,BK,LEXS,00471,63.0,4
5011899,1234.0,GY,TOYT,00483,73.0,5
3076128,815.0,GY,MERZ,00135,73.0,5
1761316,849.0,GY,NISS,00339,73.0,5
2098246,1416.0,GY,TOYT,00634,58.0,3
5211457,813.0,GY,NISS,00500,73.0,5
240156,1305.0,WT,DODG,00476,63.0,4
5256045,1009.0,RD,FORD,00651,58.0,3
494336,1415.0,BL,TOYT,00400,63.0,4
2874553,815.0,BL,MAZD,00475,73.0,5
4405970,550.0,WT,FORD,00309,93.0,6
4896726,903.0,RD,DODG,378R1,68.0,4
1739409,1059.0,GY,BMW,00171,63.0,4
6492943,1530.0,TN,TOYT,00486,58.0,3
3085088,459.0,GY,MERC,00667,73.0,5
2146035,835.0,BL,HOND,00447,73.0,5
5196082,931.0,GY,DODG,00551,73.0,5
3346983,1406.0,BL,KIA,00600,63.0,4
5404358,655.0,SL,LEXS,00600,58.0,3
3283146,1550.0,BK,AUDI,00107,63.0,4
3953689,1045.0,GY,TOYT,00557,25.0,1
3435049,1101.0,RD,MAZD,539BH,73.0,5
3943615,1045.0,WT,CHEV,00681,63.0,4
519579,1653.0,BL,GEO,00310,68.0,4
2963081,852.0,WT,MERC,00536,73.0,5
3578888,1638.0,BK,FIAT,00600,63.0,4
5941776,1227.0,BL,FRHT,00600,93.0,6
445536,1010.0,RD,KW,00600,63.0,4
1540333,1706.0,GY,MERZ,00471,58.0,3
325513,802.0,GY,CHEV,00541,73.0,5
2916789,1346.0,WT,TSMR,00368,63.0,4
1685171,841.0,SL,ACUR,00471,68.0,4
2654343,2220.0,GY,TOYT,00316,73.0,5
3812995,1253.0,GY,CHEV,00661,25.0,1
3997012,1238.0,BL,HOND,00675,73.0,5
4509547,1443.0,BK,DODG,6T6,93.0,6
531151,1729.0,RD,SUZI,00600,63.0,4
4469441,2216.0,BK,CADI,00201,73.0,5
5542689,1356.0,BL,TOYT,00395,73.0,5
2718371,1900.0,BK,LEXS,00402,73.0,5
1822200,1723.0,GY,HOND,00111,63.0,4
4447116,1944.0,WT,HYUN,00400,73.0,5
6159636,1140.0,BK,LNDR,00667,63.0,4
6561392,1540.0,WH,NISS,3C401,58.0,3
2058676,1033.0,WT,KIA,00395,73.0,5
2380027,921.0,MR,BMW,00492,68.0,4
3541830,2012.0,BK,HOND,00402,73.0,5
4804794,1025.0,GY,INFI,00304,25.0,1
5839171,1312.0,BK,HOND,906R,25.0,1
1389690,1842.0,SL,TOYT,315,63.0,4
4233715,830.0,WT,CHEV,00156,73.0,5
471647,2223.0,BK,TOYT,00600,25.0,1
2351842,1153.0,WT,DODG,00307,93.0,6
4066202,1034.0,SL,MERZ,00451,73.0,5
4569442,1424.0,BK,MNNI,00472,63.0,4
4063130,822.0,GY,TOYT,00448,73.0,5
1899416,1320.0,SL,INFI,00901,58.0,3
1477271,1701.0,GY,MITS,00107,63.0,4
533743,1059.0,BL,SUBA,00317,73.0,5
383165,1421.0,WT,LNDR,00471,68.0,4
4371053,1059.0,WT,NISS,00136,73.0,5
1011310,1912.0,WT,FORD,00681,68.0,4
3761476,1039.0,WT,HOND,00131,73.0,5
3959317,809.0,GY,BMW,00137,73.0,5
5199009,1336.0,SL,FORD,00204,25.0,1
3586340,1735.0,WT,LEXS,00315,63.0,4
6727398,1501.0,GY,CHEV,00315,63.0,4
3723361,834.0,BK,NISS,00375,73.0,5
2484581,1050.0,BK,GMC,00541,73.0,5
2268659,1201.0,SL,AUDI,00656,63.0,4
4208501,1654.0,WT,AUDI,00902,63.0,4
3910812,1938.0,WT,NISS,00600,25.0,1
3828942,1135.0,BK,BMW,00665,25.0,1
3139889,1318.0,GY,HOND,00372,68.0,4
6104892,924.0,WT,ACUR,00455,63.0,4
2393273,1905.0,GY,TOYT,00401,63.0,4
5269485,609.0,SL,FORD,00645,93.0,6
1438235,2149.0,BK,TOYT,00441,68.0,4
5440177,320.0,WT,FORD,00321,68.0,4
369481,1212.0,BL,DODG,6T42,58.0,3
4126834,332.0,WT,JEEP,00501,73.0,5
3228444,1217.0,SL,MERZ,00651,25.0,1
815350,1008.0,WT,LEXS,00400,73.0,5
3748607,252.0,BK,SUBA,00401,93.0,6
3079156,1743.0,GO,NISS,00403,58.0,3
1613896,1147.0,SL,CHEV,00567,63.0,4
4689453,1102.0,RD,HOND,00155,73.0,5
5738880,1203.0,WT,CHEV,00600,63.0,4
1731432,921.0,WT,FORD,00361,68.0,4
5684525,355.0,TN,MERZ,00500,68.0,4
252701,135.0,BK,LINC,00402,93.0,6
717881,1355.0,GY,HOND,00477,73.0,5
6665146,850.0,RD,GMC,00321,68.0,4
3161828,800.0,SI,TOYO,2C402,58.0,3
1452146,3.0,GY,TOYT,00403,68.0,4
2079378,805.0,BK,FORD,00635,73.0,5
2246216,1221.0,GY,BMW,107R,73.0,5
6581701,1005.0,WT,HOND,00334,73.0,5
5350726,1507.0,BK,INFI,111R,25.0,1
2343172,1251.0,BK,BMW,00471,63.0,4
508791,929.0,SL,ACUR,00148,93.0,6
1999731,1019.0,GN,FORD,00442,25.0,1
6707505,1432.0,WT,BMW,00481,63.0,4
5353116,1627.0,GY,FORD,00116,58.0,3
5135209,1131.0,BK,HOND,00491,363.0,8
5481379,1125.0,GN,MERZ,00471,25.0,1
1216131,837.0,SL,HOND,00472,73.0,5
1896241,1251.0,GY,MERZ,00107,58.0,3
4661309,2238.0,BL,NISS,00205,73.0,5
2272156,1745.0,WT,MERZ,00500,93.0,6
6019927,1445.0,GN,HOND,00183,63.0,4
4387220,1623.0,GY,FORD,00643,63.0,4
1378085,1808.0,BK,LEXS,00681,63.0,4
6324683,1014.0,SL,CHEV,00373,73.0,5
1397005,923.0,BK,GMC,00142,73.0,5
2156289,1312.0,GY,MAZD,00354,25.0,1
1423902,1309.0,BL,NISS,00111,63.0,4
6446123,1438.0,WT,NISS,00367,58.0,3
2615582,1607.0,GO,VOLV,00113,58.0,3
1059860,1048.0,BK,FIAT,00483,63.0,4
1365851,1815.0,BK,STU,00601,63.0,4
6084683,1643.0,WT,GMC,00315,68.0,4
5099763,1014.0,BK,TOYT,00352,73.0,5
2195381,1056.0,BK,RROV,00638,68.0,4
2040768,1612.0,RD,CHEV,00112,63.0,4
2916017,1258.0,BK,LEXS,00635,73.0,5
3232892,929.0,GY,NISS,00455,73.0,5
5669679,821.0,GY,HYUN,00362,73.0,5
4259610,1206.0,SL,HOND,00356,63.0,4
2551247,1247.0,GY,HOND,00113,68.0,4
2263356,1222.0,MR,TOYT,00601,73.0,5
4574576,1117.0,WT,LNDR,00187,68.0,4
4041772,1224.0,GO,CHEV,00500,73.0,5
6333695,1923.0,WT,CHEV,00500,25.0,1
6237894,1146.0,SL,TOYT,6T8,58.0,3
2774441,131.0,WT,FORD,00500,93.0,6
3963209,1802.0,BL,LEXS,00321,63.0,4
4704977,1042.0,TN,TOYT,00455,63.0,4
4861120,1134.0,WT,MAZD,00476,63.0,4
1535816,1128.0,BK,FORD,00111,63.0,4
2275837,1205.0,BK,BMW,178R1,73.0,5
786766,1712.0,BN,GMC,00161,93.0,6
4084172,925.0,WT,NISS,00555,73.0,5
442126,1107.0,BK,GMC,00684,63.0,4
6097426,1132.0,GY,CHEV,00476,68.0,4
3548082,2119.0,BK,TOYT,00205,58.0,3
1337436,1144.0,WT,LEXS,00142,58.0,3
1311218,1115.0,GN,PONT,00500,58.0,3
1016723,1218.0,RD,SAA,00145,73.0,5
4971978,1435.0,BK,MERZ,111R,63.0,4
6456581,1021.0,GN,TOYT,00159,73.0,5
3656006,810.0,WT,CHEV,00601,63.0,4
1360780,1817.0,BK,BMW,00310,25.0,1
223204,1012.0,SL,CHEV,00138,73.0,5
147792,1214.0,BK,CHEV,00143,73.0,5
6702608,903.0,MR,HOND,00500,73.0,5
3429820,1058.0,MR,TOYT,00536,73.0,5
6240342,1207.0,BK,GMC,432A,58.0,3
2809248,12.0,GY,TOYT,00402,68.0,4
558655,842.0,BK,FORD,00154,73.0,5
5378223,1012.0,WT,FORD,310W,68.0,4
4130168,836.0,GY,NISS,00351,73.0,5
1915792,1021.0,WT,TOYT,00667,58.0,3
5402291,1313.0,BK,TOYT,00462,73.0,5
6523895,812.0,WT,LEXS,00354,73.0,5
3552202,821.0,BN,DODG,00500,73.0,5
6075742,1503.0,GY,NISS,00672,63.0,4
6448979,1336.0,BL,MNNI,00391,58.0,3
3318295,1229.0,GY,MERZ,1B14,25.0,1
853801,2251.0,WT,VOLV,00300,78.0,5
4627594,1812.0,WT,VOLK,00600,68.0,4
6021475,2057.0,SL,HYUN,402A,73.0,5
64690,1245.0,WT,FORD,00665,93.0,6
3776895,1020.0,BL,OLDS,178R1,73.0,5
180759,1130.0,BN,GRUM,00631,93.0,6
1810815,1024.0,SL,TOYT,00355,73.0,5
769813,1022.0,BL,GEO,00460,73.0,5
4479776,1021.0,BK,TOYT,00464,73.0,5
3591776,953.0,RD,STRN,00182,73.0,5
3317607,823.0,BK,CHEV,00673,73.0,5
4366075,1127.0,BK,NISS,00445,68.0,4
434291,1622.0,SL,TOYT,00400,63.0,4
6057793,1404.0,RD,FORD,00903,63.0,4
1383265,51.0,BK,MERZ,00612,25.0,1
2395460,857.0,GY,STRN,369B,73.0,5
3188157,1233.0,GY,TOYT,00473,73.0,5
5052220,1804.0,BK,TOYT,00309,63.0,4
1279762,851.0,SL,MAZD,00474,73.0,5
3792475,813.0,GY,CHEV,00667,25.0,1
5846094,1414.0,WT,VOLK,00446,58.0,3
1265374,714.0,BL,VOLV,00421,93.0,6
2538967,847.0,RD,VOLK,00365,73.0,5
414145,1131.0,GN,JEEP,00651,58.0,3
49936,1856.0,WT,FORD,00642,93.0,6
4127549,201.0,SL,CHEV,00505,73.0,5
3441581,1334.0,BK,INFI,00531,73.0,5
2962656,1223.0,BK,CHEV,537C,73.0,5
3911830,225.0,SL,TOYT,00500,93.0,6
6160579,845.0,GY,KIA,00159,73.0,5
6470478,1130.0,BL,SAT,19C21,50.0,2
2293015,1155.0,BK,KIA,00113,63.0,4
587925,1818.0,GY,NISS,00600,63.0,4
1834589,2057.0,GY,HYUN,00403,58.0,3
5949749,1226.0,WT,TOYT,00482,93.0,6
865501,1722.0,BK,MERZ,00111,58.0,3
274329,1117.0,RD,FORD,00375,73.0,5
1666606,851.0,WT,NISS,00111,73.0,5
3810552,826.0,WT,BMW,360R1,73.0,5
228347,1439.0,BK,LEXS,00131,63.0,4
1449405,816.0,SL,HOND,00475,73.0,5
4473576,1038.0,GY,NISS,00651,58.0,3
4861075,828.0,BK,FIAT,00449,73.0,5
6447695,1629.0,MR,TOYT,00500,93.0,6
5426703,1339.0,WT,INTL,00500,78.0,5
323873,1422.0,BL,TOYT,00387,68.0,4
3928385,1102.0,BK,TOYT,00485,25.0,1
6695127,119.0,BK,HOND,00600,68.0,4
3371942,1227.0,RD,TOYT,00667,63.0,4
4594243,826.0,GY,TOYT,00149,73.0,5
3964411,934.0,WT,TOYT,350R2,93.0,6
2518206,838.0,GY,TOYT,00356,73.0,5
503560,1810.0,GY,FORD,00472,63.0,4
2713023,1040.0,BL,VOLK,378R1,73.0,5
3383899,1404.0,BK,MERZ,00367,25.0,1
3434193,1939.0,BL,CHRY,00201,68.0,4
1466329,2154.0,SL,CHEV,00403,58.0,3
981009,817.0,BK,NISS,00131,73.0,5
6169676,703.0,WT,INFI,00568,68.0,4
125576,827.0,BK,DODG,00143,73.0,5
2146998,1826.0,BL,HYUN,00500,93.0,6
1954500,48.0,BK,INFI,107R,68.0,4
5392480,1227.0,RD,HOND,00500,73.0,5
4783455,1015.0,WT,OTHR,00676,93.0,6
1103501,1230.0,WT,CHEV,00664,63.0,4
5712456,230.0,WT,KIA,00300,93.0,6
273303,1822.0,GY,TOYT,00111,68.0,4
5017085,1105.0,GY,NISS,00441,73.0,5
6385951,1150.0,GO,HOND,00400,73.0,5
5671660,812.0,WT,TOYT,00143,73.0,5
3417160,1612.0,WT,TOYT,00482,163.0,7
1802791,1050.0,SL,NISS,360R2,58.0,3
6679888,639.0,WT,CHEV,350R2,73.0,5
4351788,832.0,WT,VOLK,00152,73.0,5
4610818,942.0,WT,TOYT,00630,63.0,4
1471630,1125.0,BK,INFI,00487,73.0,5
6568245,1538.0,BK,MERZ,00408,63.0,4
6685068,1119.0,SL,VOLV,00671,73.0,5
5040192,1023.0,WT,AUDI,00447,93.0,6
4231963,1027.0,SL,TOYT,00135,73.0,5
5934212,810.0,WT,TOYT,00371,73.0,5
6329017,1216.0,SL,HOND,00491,73.0,5
2331254,2033.0,GY,HOND,00500,93.0,6
2478139,830.0,SL,TOYT,00474,73.0,5
1709357,1015.0,TN,FORD,00132,73.0,5
5414428,1233.0,WT,CHEV,00645,73.0,5
4338738,934.0,WT,HOND,00153,73.0,5
2052437,1157.0,BK,AUDI,00184,63.0,4
1454593,1754.0,BK,TOYT,00107,63.0,4
6510213,1554.0,BK,TOYT,00443,293.0,8
5252408,643.0,SL,MERZ,00317,58.0,3
2300902,1243.0,BK,VOLK,00456,73.0,5
672423,820.0,WT,FRHT,00658,93.0,6
2605560,1055.0,WT,FORD,00555,73.0,5
1743681,1444.0,BL,MAZD,00473,68.0,4
4404518,1623.0,BL,FORD,00500,68.0,4
1084301,1248.0,SL,MERZ,00107,73.0,5
3528233,1029.0,BK,VOLK,00137,73.0,5
199297,1215.0,WT,HOND,00455,73.0,5
1464882,1606.0,SL,NISS,00601,93.0,6
6727489,844.0,BK,TOYT,00203,63.0,4
5556205,1705.0,BL,BMW,00485,63.0,4
1431297,730.0,BL,HYUN,00494,68.0,4
1688163,1750.0,SL,CHRY,00108,68.0,4
2170092,715.0,GN,TOYT,00500,93.0,6
3945001,450.0,GY,HOND,00604,93.0,6
3096535,1033.0,BL,CHEV,00375,73.0,5
3439414,1819.0,OT,TOYT,00301,63.0,4
6339168,1538.0,GY,LINC,00600,93.0,6
2360067,1924.0,GY,CHRY,02001,25.0,1
1548595,908.0,WT,LEXS,00657,63.0,4
5122859,1822.0,WT,TOYT,402B,68.0,4
4230852,415.0,GY,ACUR,501R,73.0,5
4395733,821.0,RD,NISS,00477,73.0,5
4987942,815.0,GY,HOND,549A,73.0,5
3825336,1342.0,BK,NISS,00500,73.0,5
885185,1037.0,GY,CADI,00177,73.0,5
2280499,1709.0,GY,HOND,645A,58.0,3
5430189,1218.0,WT,VOLK,00138,73.0,5
229091,1306.0,WT,HOND,00636,73.0,5
6644734,1444.0,SL,TOYT,00481,68.0,4
5821309,1122.0,GY,TOYT,465R1,93.0,6
5111518,1509.0,WT,NISS,00400,63.0,4
3478138,1317.0,BK,TOYT,00460,58.0,3
1908413,1233.0,WT,CHEV,00487,68.0,4
4573235,1529.0,BK,BMW,00612,63.0,4
2323602,810.0,RD,FORD,00152,73.0,5
260485,1017.0,WT,DODG,00487,58.0,3
2598259,1433.0,WT,PORS,00473,63.0,4
3685092,1235.0,SL,TOYT,00480,73.0,5
5504115,1137.0,BK,BMW,00908,25.0,1
2462053,1212.0,SL,BMW,00145,73.0,5
5265268,834.0,WT,JEEP,00118,73.0,5
719414,1312.0,GY,HOND,00333,73.0,5
1235929,1152.0,GY,RROV,00908,58.0,3
5436923,1827.0,GN,TOYT,402A,68.0,4
3724414,1106.0,WT,FORD,138R1,63.0,4
5106348,1227.0,GY,TOYT,00134,73.0,5
5019736,834.0,BL,MAZD,00531,73.0,5
5568912,911.0,GO,MERZ,00544,73.0,5
6241256,1239.0,BK,TOYT,478R2,73.0,5
1349224,1231.0,RD,DODG,00531,93.0,6
3535294,758.0,BK,FORD,537C,163.0,7
4771988,1042.0,BN,OTHR,00662,93.0,6
5865379,1025.0,GY,TOYT,00487,73.0,5
1062064,1248.0,SL,HOND,00400,73.0,5
5972352,1006.0,WT,FORD,00653,93.0,6
3095264,2237.0,WT,TOYT,00315,93.0,6
3744671,1029.0,GY,TOYT,00460,73.0,5
2001760,1238.0,WT,TOYT,00399,73.0,5
1399747,651.0,WT,OTHR,00552,68.0,4
6463298,332.0,WT,NISS,00500,25.0,1
3431545,1146.0,BL,MERZ,00363,58.0,3
6097110,842.0,WT,TOYT,00146,73.0,5
2048545,1815.0,BL,HOND,00601,63.0,4
6513758,1008.0,SL,TOYT,00671,73.0,5
1218117,1229.0,BL,LEXS,478R2,73.0,5
5684413,1432.0,GY,GMC,00451,58.0,3
3983157,1212.0,BK,VOLK,00461,73.0,5
6672569,1321.0,BK,BMW,00600,58.0,3
3437455,1028.0,GN,FORD,00442,73.0,5
2392333,1508.0,SL,NISS,00788,58.0,3
6481122,1300.0,SL,TOYT,00317,58.0,3
4767967,338.0,BK,HOND,00500,73.0,5
6087005,710.0,WT,FORD,00686,93.0,6
5215927,1806.0,WT,MERZ,00203,68.0,4
1796200,1243.0,GY,TOYT,00483,73.0,5
4398359,1612.0,BL,FORD,00441,63.0,4
3177483,1457.0,BK,AUDI,00491,63.0,4
5655556,1028.0,GY,HOND,00542,25.0,1
6285726,1000.0,GY,BMW,00135,73.0,5
3590699,1358.0,SL,DODG,00107,68.0,4
4223523,1435.0,GY,FORD,00555,93.0,6
2909336,826.0,BK,JEEP,00141,25.0,1
2651785,1300.0,WT,CHEV,489R1,293.0,8
4952483,856.0,WT,NISS,00483,63.0,4
4817933,1423.0,WT,CHEV,00115,68.0,4
